Gene_id,Gene_desc,lfq_rank,ibaq_rank,LFQ intensity 1,LFQ intensity 2,iBAQ 1,iBAQ 2
Tb927.10.15380,"U3 snoRNA-associated protein UTP11, putative",-0.009367852607193453,7.908257881962924e-07,0,2311100,0.0,1264500.0
Tb11.v5.0489,"retrotransposon hot spot (RHS) protein, putative",0.057511294389849726,1.0852823927763693,14428000,0,1586900.0,1462200.0
Tb11.v5.0497,"hypothetical protein, conserved",0.0069764467700411704,162131.0,1719700,0,162130.0,0.0
Tb927.10.660,"2-oxoisovalerate dehydrogenase alpha subunit, putative",0.0051958876594623985,317451.0,1280000,0,317450.0,0.0
Tb927.10.3940,"40S ribosomal protein S3A, putative",0.08833303074072751,0.9582203390184574,2768600000,2583100000,1130700000.0,1180000000.0
Tb927.11.9010,"cation transporter, putative",-0.010050499352643578,3.053817030483562,0,2480100,6990800.0,2289200.0
Tb11.v5.0517,"hypothetical protein, conserved",0.0068885515564662625,0.7480956700387144,7957800,6230000,1590900.0,2126600.0
Tb11.v5.0524,"hypothetical protein, conserved",-0.011653247199250998,2.620950304161283e-06,0,2877200,0.0,381540.0
Tb927.10.16110,component of motile flagella 1,0.10709220043897642,4.26754353806867,46296000,17603000,14260000.0,3341500.0
Tb927.10.5620,"fructose-bisphosphate aldolase, glycosomal",0.32705096617672913,1.034939283115873,28861000000,22935000000,8122100000.0,7847900000.0
Tb927.8.5010,Paraflagellar rod protein 2-5,-0.09981857727853334,0.11744467079733392,0,25415000,561690.0,4782600.0
Tb927.4.4820,"amino acid transporter 10, putative",0.030152398598154752,1.497260996149341,19016000,11285000,7489300.0,5002000.0
Tb11.v5.0541,"amino acid transporter, putative",0.007129819476673392,1162501.0,1757600,0,1162500.0,0.0
Tb927.10.10960,"heat shock protein, putative",-1.2297279116022621,0.5676801106048396,5293200000,12891000000,823420000.0,1450500000.0
Tb11.v5.0553,"ubiquitin hydrolase, putative",-0.040649170543794265,0.15028802951335005,0,10138000,196110.0,1304900.0
Tb11.v5.0555,"hypothetical protein, conserved",0.025558607976212764,3.476760271739609,6341000,0,394580.0,113490.0
Tb927.10.13270,"Periodic tryptophan protein 2 homolog, putative",0.01031862249283575,0.6412795613909231,2546500,0,210070.0,327580.0
Tb927.10.350,"protein kinase PK4, putative",-0.004863586523138419,3.305446384006928e-06,0,1198000,0.0,302530.0
Tb927.10.6720,"Plasma-membrane choline transporter, putative",0.42548929171949723,1.9009048288655717,304360000,136010000,104200000.0,54816000.0
Tb11.v5.0581,"Sec8 exocyst complex component specific domain/Invariant surface glycoprotein, putative",0.07660241003598812,42.8194804507698,19346000,0,809330.0,18900.0
Tb11.v5.0584,"hypothetical protein, conserved",0.01851826406411416,1.035836782751297,13389000,8693600,1690900.0,1632400.0
Tb927.11.4610,protein kinase A regulatory subunit,0.006021437597749818,1.2153192428230268,13537000,12003000,2721100.0,2239000.0
Tb11.v5.0594,"retrotransposon hot spot (RHS) protein, putative",0.11610101494668795,2.4055674794706117,47667000,16550000,8122400.0,3376500.0
Tb927.10.4940,Nuclear Dbf2-related kinase,-0.0005681863944589847,0.8222928675714015,3433300,3574400,793570.0,965070.0
Tb927.10.4800,"hypothetical protein, conserved",-0.0046556567630169545,0.44920027526836476,0,1146700,102480.0,228140.0
Tb927.7.2570,mitochondrial RNA binding protein 1,0.10005835742105158,1.2108578994254737,115260000,83766000,27099000.0,22380000.0
Tb927.7.7070,"MYND finger, putative",-0.018736285280606793,0.20847966849395946,0,4637400,226700.0,1087400.0
Tb11.v5.0620,"COG4 transport protein, putative",-0.001990246756996008,1.374797217410432e-05,0,489750,0.0,72737.0
Tb11.v5.0624,"retrotransposon hot spot protein (PHS), putative",0.21508786292389842,1.4536167224862486,199360000,122610000,22909000.0,15760000.0
Tb927.10.14800,"mitogen-activated protein kinase 9, putative",-0.009137537941622972,1.7220027672829725,0,2254100,720590.0,418460.0
Tb927.10.14890,"C-terminal motor kinesin, putative",-0.9038736772159038,0.4345125722088031,2190800000,4408200000,174900000.0,402520000.0
Tb11.v5.0638,"serine carboxypeptidase III precursor, putative",-0.005159014113735414,1.4973622531973287,0,1270900,567950.0,379300.0
Tb927.5.1230,"hypothetical protein, conserved",-0.005851842608699637,0.44128581061610006,4718600,6179700,923390.0,2092500.0
Tb927.10.2890,enolase,0.6217805211265063,1.8131029336262663,1900100000,1110600000,513090000.0,282990000.0
Tb927.2.830,"retrotransposon hot spot protein 1 (RHS1), interrupted",0.04119783992058839,1.1631768171838919,54401000,42882000,9954700.0,8558200.0
Tb927.10.8230,protein disulfide isomerase 2,-0.22176611484921124,0.6154824657858475,37698000,102910000,7744000.0,12582000.0
Tb927.4.2560,cardiolipin synthetase,-0.010998398181490602,0.3990077638523173,0,2714900,105920.0,265460.0
Tb11.v5.0674,"protein phosphatase 2A regulatory subunit, putative",0.005767104617034278,402781.0,1421000,0,402780.0,0.0
Tb927.10.2770,"eukaryotic translation initiation factor 5, putative",-0.1024448505120835,0.2160133525409785,24178000,52065000,3118800.0,14438000.0
Tb927.9.15380,nadh-ubiquinone oxidoreductase 39 kda subunit,0.006042258992739254,1.356518729145266,8083300,6566800,2903900.0,2140700.0
Tb11.v5.0713,"retrotransposon hot spot (RHS) protein, putative",-0.26774457951284747,0.44994398180415224,249870000,373170000,16863000.0,37478000.0
Tb927.10.13780,glycogen synthase kinase 3,-0.06927176816481051,0.1892201089166453,18666000,37034000,3180600.0,16809000.0
Tb927.8.3910,"thymidylate kinase, putative",0.026176931906798213,2.582424945011835,6495800,0,1757600.0,680600.0
Tb927.3.3790,"hypothetical protein, conserved",-0.01710964423467051,6.477518799378935e-07,0,4232400,0.0,1543800.0
Tb11.v5.0752,"expression site-associated gene 3 (ESAG3) protein, putative",-0.013057970534527345,5.193993043165718e-07,0,3225600,0.0,1925300.0
Tb11.v5.0765,"N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein, putative",1.3333996812360756,215750001.0,539230000,0,215750000.0,0.0
Tb11.v5.0766,"folate transporter, putative",-0.005625739352701562,1.496379320973105,0,1386100,1238000.0,827330.0
Tb11.v5.0778,"chaperone protein DnaJ, putative",-0.0032803366822156325,0.5887842924331027,0,807570,80245.0,136290.0
Tb11.v5.0792,"DNA polymerase theta (helicase domain only), putative",-0.012543252241074155,3.825247397875458e-06,0,3097900,0.0,261420.0
Tb11.v5.0800,"retrotransposon hot spot (RHS) protein, putative",-0.009325428984021517,1.2391938473423232,0,2300600,1482200.0,1196100.0
Tb11.v5.0807,"ribonuclease, putative",-0.03729971523430962,0.5854578608117504,26696000,36687000,4953500.0,8460900.0
Tb11.v5.0810,"glutamyl-tRNA synthetase, putative",-0.02399284005626292,7.680485652468777e-07,0,5949300,0.0,1302000.0
Tb11.v5.0826,"expression site-associated gene (ESAG) protein, putative",0.03283215709576659,1.3784301551064224,29047000,20411000,7976700.0,5786800.0
Tb11.v5.0831,"kinesin motor domain containing protein, putative",-0.009258760769901623,1.9338207850925624e-06,0,2284100,0.0,517110.0
Tb927.4.2720,ATP dependent DEAD-box helicase,-0.06450470217610817,0.19502169922796053,0,16222000,326290.0,1673100.0
Tb11.v5.0849,"kinesin motor domain containing protein, putative",-0.017853708667495746,0.3864474747179802,0,4417600,39703.0,102740.0
Tb11.v5.0895,"hypothetical protein, conserved",-0.008823523453983111,3.712489929871065e-06,0,2176400,0.0,269360.0
Tb927.4.3800,"hypothetical protein, conserved",-0.00548841140545494,1.0151388516550235,0,1352200,450610.0,443890.0
Tb11.v5.0919,"variant surface glycoprotein (VSG, atypical), putative",-0.06883807464960326,2.3300241553604187e-07,0,17338000,0.0,4291800.0
Tb927.4.3090,"hypothetical protein, conserved",-0.002400308830084931,3.6095740341682277e-06,0,590740,0.0,277040.0
Tb927.4.3020,"ATP-dependent DEAH-box RNA helicase, putative",0.010271381519834191,2.2360577802157615,2534800,0,110060.0,49220.0
Tb927.4.3000,"hypothetical protein, conserved",-0.00832225189626553,1.7122915775702963,0,2052400,1357300.0,792680.0
Tb927.4.2990,"hypothetical protein, conserved",-0.024493095154993358,0.4646964053819313,0,6074400,276610.0,595250.0
Tb927.5.5430,"Variant Surface Glycoprotein, putative",-0.018428368326528465,1.0018825372875634e-06,0,4560700,0.0,998120.0
Tb11.v5.1020,"retrotransposon hot spot (RHS) protein, putative",-0.004748479013876579,0.731658725604606,0,1169600,113480.0,155100.0
Tb927.10.3340,"CMGC/MAPK protein kinase, putative",-0.005563469407549634,0.5295364134734465,3305600,4689100,189420.0,357710.0
Tb11.v5.1039,"nuclear cap binding complex subunit CBP110, putative",0.024370346774414596,1.39963579230577,6043700,0,408890.0,292140.0
Tb927.10.2110,elongation factor 1-alpha,-0.8685669848260309,0.42968861505560163,5397500000,10148000000,1505500000.0,3503700000.0
Tb927.3.4330,Paraflagellar rod protein 1-5,-0.08758245724168667,0.46167485212626996,23804000,47498000,4298100.0,9309800.0
Tb927.11.3600,"40S ribosomal protein S4, putative",-0.3807531084464,0.7087553849640498,3464500000,4618000000,1217500000.0,1717800000.0
Tb927.10.14740,"hypothetical protein, conserved",-0.006729012384999239,0.560220043720022,8135700,9832300,2149900.0,3837600.0
Tb427.BES40.22,main vsg,0.40598972232244046,1.3180297397276906,40166000000,30227000000,8509200000.0,6456000000.0
Tb927.1.1050,Metallo-dependent phosphatase-like domain-containing protein,0.007896842970457495,0.899479042571688,1947200,0,139680.0,155290.0
Tb927.1.1060,"Cell cycle checkpoint protein RAD1-like, putative",-0.011083952948421407,0.4966854570094714,0,2736100,594830.0,1197600.0
Tb927.1.1080,"TFIIH basal transcription factor subunit, putative",0.008338123403417715,1.1950080237250216,6650300,4567500,1460300.0,1222000.0
Tb927.1.1100,Basal body protein,0.5826804370152624,5.793716826227797,281150000,69849000,22559000.0,3893700.0
Tb927.1.120,"retrotransposon hot spot protein 4 (RHS4), putative",0.2825115641781624,1.1759617305930852,750150000,553650000,57775000.0,49130000.0
Tb927.1.1210,"conserved protein, unknown function",0.026562799552071036,0.7501457470359145,17915000,11116000,9780400.0,13038000.0
Tb927.1.1380,"serine/threonine protein phosphatase 2A regulatory subunit, putative",-0.014336514609687642,1.5046169170098447e-06,0,3543000,0.0,664620.0
Tb927.1.1400,"Overproducer of inositol protein 10 homolog, putative",0.006010691558473574,0.7118817314942222,13232000,11702000,8160300.0,11463000.0
Tb927.1.1420,"conserved protein, unknown function",-0.27347052868753063,0.04764271695863242,0,74044000,841560.0,17664000.0
Tb927.1.1500,"conserved protein, unknown function",-0.2223975977143307,0.10228443875324938,8161500,68651000,1119400.0,10944000.0
Tb927.1.1530,"STE group serine/threonine-protein kinase, putative",-0.07611456530377239,1.2116765597307346,54222000,76379000,1280500.0,1056800.0
Tb927.1.1600,"pseudouridine synthase TruD, putative",-0.012366262806813442,0.5813345633456335,0,3054000,37809.0,65039.0
Tb927.1.1620,"ATP-dependent DEAD/H RNA helicase, putative",-0.02629025261083175,0.6379238487547979,25602000,32597000,2263800.0,3548700.0
Tb927.1.1670,ARM-like helical domain-containing protein,-0.007643158800795307,0.9549308361248388,441560000,445790000,25680000.0,26892000.0
Tb927.1.1700,"AATF protein, putative",-0.0077431473048771024,0.5732911722322623,0,1909200,266150.0,464250.0
Tb927.1.1710,"transmembrane protein, conserved",-0.012949954893198659,1.5962106532798008,12333000,15643000,285850.0,179080.0
Tb927.1.1720,"cyclophilin 15, putative",0.021890753538845866,2.755121733270006,5424100,0,1467600.0,532680.0
Tb927.1.1730,"Polyadenylation mediator complex protein PAMC1, putative",-0.0049580164599522525,7.497319708204317e-06,0,1221300,0.0,133380.0
Tb927.1.1750,"conserved protein, unknown function",0.0038489055876781224,282071.0,947730,0,282070.0,0.0
Tb927.1.180,"retrotransposon hot spot protein 1 (RHS1), putative",0.00840327426900654,2.8607722746417488,68115000,65659000,8083400.0,2825600.0
Tb927.1.1880,WD40 repeat-containing protein,0.006266893844355898,1.9180904406344925,11600000,10012000,580300.0,302540.0
Tb927.1.1890,Replication Factor C Subunit 1-related protein,0.0566279334644413,1.3649342163085472,55406000,39618000,3929100.0,2878600.0
Tb927.1.190,"retrotransposon hot spot protein (RHS, pseudogene), putative",0.18227778888960786,1.4042384857653523,132370000,74552000,11748000.0,8366100.0
Tb927.1.1930,"phosphatidylinositol 3-kinase, putative",-0.011246863177093456,1.6835242183208903,19745000,22676000,248270.0,147470.0
Tb927.1.1960,"chaperone protein DnaJ, putative",-0.017740838054584936,0.4379347647817955,0,4389500,264350.0,603630.0
Tb927.1.1980,"protein transport protein YIF1, putative",-0.009063991128063097,0.46325649641928035,0,2235900,680060.0,1468000.0
Tb927.1.2190,"Raptor N-terminal CASPase like domain containing protein, putative",-0.025299990849672365,1.9968285401971502,36104000,43019000,1222100.0,612020.0
Tb927.1.2210,"nucleosome assembly protein (NAP), putative",0.0,1.0,0,0,0.0,0.0
Tb927.1.2230,small myristoylated protein 1-1,0.03948158815144266,2.824846939424925,9842800,0,7323700.0,2592600.0
Tb927.1.2260,small myristoylated protein 1-2,0.012224773104066625,0.9298980362967175,9228000,6156700,5152100.0,5540500.0
Tb927.1.2400,alpha tubulin,-0.3789134823243886,0.7069335862694989,2958900000,3954200000,895190000.0,1266300000.0
Tb927.1.240,"retrotransposon hot spot protein (RHS, pseudogene), putative",0.14928161640937757,2.191589821489817,72067000,30109000,2025600.0,924260.0
Tb927.1.2550,"histone H3, putative",0.053574798524239756,3.4470982370055765,13422000,0,11413000.0,3310900.0
